dataset,class,k_shot,seed,corruption,source_mode,source_dataset,method,alpha,selected_p_threshold,source_validation_far,source_validation_count,false_alarm_rate,power,alarm_precision,coverage_gap,auroc,ap
mvtec,bottle,2,1,jpeg,matched_condition,mvtec,source_validated_pool,0.1,0.0924170616113744,0.09843400447427293,447,1.0,1.0,0.7590361445783133,0.9,0.47619047619047616,0.7504302925989672
mvtec,bottle,2,1,jpeg,matched_condition,mvtec,source_validated_pool,0.2,0.1880952380952381,0.19910514541387025,447,1.0,1.0,0.7590361445783133,0.8,0.47619047619047616,0.7504302925989672
mvtec,bottle,2,2,blur,matched_condition,mvtec,source_validated_pool,0.05,0.04668304668304668,0.049217002237136466,447,0.0,0.5873015873015873,1.0,-0.05,1.0,1.0
mvtec,bottle,2,2,blur,matched_condition,mvtec,source_validated_pool,0.1,0.08470588235294117,0.09843400447427293,447,0.0,0.7936507936507936,1.0,-0.1,1.0,1.0
mvtec,bottle,2,2,blur,matched_condition,mvtec,source_validated_pool,0.2,0.18814432989690721,0.19910514541387025,447,0.0,0.9523809523809523,1.0,-0.2,1.0,1.0
mvtec,bottle,2,2,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.05,0.0481651376146789,0.049217002237136466,447,0.0,0.6825396825396826,1.0,-0.05,0.9952380952380953,0.9984502173021734
mvtec,bottle,2,2,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.1,0.08486238532110092,0.09619686800894854,447,0.0,0.8095238095238095,1.0,-0.1,0.9952380952380953,0.9984502173021734
mvtec,bottle,2,2,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.2,0.1873536299765808,0.19910514541387025,447,0.05,0.9841269841269841,0.9841269841269841,-0.15000000000000002,0.9952380952380953,0.9984502173021734
mvtec,bottle,2,2,clean,matched_condition,mvtec,source_validated_pool,0.05,0.04895104895104895,0.049217002237136466,447,0.0,0.6825396825396826,1.0,-0.05,0.9960317460317459,0.9987234484594316
mvtec,bottle,2,2,clean,matched_condition,mvtec,source_validated_pool,0.1,0.08941176470588236,0.09843400447427293,447,0.0,0.8412698412698413,1.0,-0.1,0.9960317460317459,0.9987234484594316
mvtec,bottle,2,2,clean,matched_condition,mvtec,source_validated_pool,0.2,0.18969555035128804,0.19910514541387025,447,0.05,0.9841269841269841,0.9841269841269841,-0.15000000000000002,0.9960317460317459,0.9987234484594316
mvtec,bottle,2,2,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.05,0.04470588235294118,0.049217002237136466,447,1.0,1.0,0.7590361445783133,0.95,0.6095238095238095,0.8278824122593031
mvtec,bottle,2,2,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.1,0.08944954128440367,0.09843400447427293,447,1.0,1.0,0.7590361445783133,0.9,0.6095238095238095,0.8278824122593031
mvtec,bottle,2,2,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.2,0.18246445497630331,0.19239373601789708,447,1.0,1.0,0.7590361445783133,0.8,0.6095238095238095,0.8278824122593031
mvtec,bottle,2,2,jpeg,matched_condition,mvtec,source_validated_pool,0.05,0.04265402843601896,0.04697986577181208,447,0.6,0.7619047619047619,0.8,0.5499999999999999,0.6722222222222223,0.872662161651587
mvtec,bottle,2,2,jpeg,matched_condition,mvtec,source_validated_pool,0.1,0.09324009324009325,0.09843400447427293,447,1.0,0.9682539682539683,0.7530864197530864,0.9,0.6722222222222223,0.872662161651587
mvtec,bottle,2,2,jpeg,matched_condition,mvtec,source_validated_pool,0.2,0.19953051643192488,0.19686800894854586,447,1.0,1.0,0.7590361445783133,0.8,0.6722222222222223,0.872662161651587
mvtec,bottle,2,3,blur,matched_condition,mvtec,source_validated_pool,0.05,0.03278688524590164,0.04697986577181208,447,0.0,0.15873015873015872,1.0,-0.05,0.9904761904761905,0.9969872041105452
mvtec,bottle,2,3,blur,matched_condition,mvtec,source_validated_pool,0.1,0.08333333333333333,0.09395973154362416,447,0.0,0.8571428571428571,1.0,-0.1,0.9904761904761905,0.9969872041105452
mvtec,bottle,2,3,blur,matched_condition,mvtec,source_validated_pool,0.2,0.19483568075117372,0.19686800894854586,447,0.5,1.0,0.863013698630137,0.3,0.9904761904761905,0.9969872041105452
mvtec,bottle,2,3,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.05,0.03333333333333333,0.0447427293064877,447,0.0,0.20634920634920634,1.0,-0.05,0.9924603174603175,0.9973926966246474
mvtec,bottle,2,3,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.1,0.08665105386416862,0.09395973154362416,447,0.0,0.9047619047619048,1.0,-0.1,0.9924603174603175,0.9973926966246474
mvtec,bottle,2,3,brightness_contrast,matched_condition,mvtec,source_validated_pool,0.2,0.1880952380952381,0.19910514541387025,447,0.5,1.0,0.863013698630137,0.3,0.9924603174603175,0.9973926966246474
mvtec,bottle,2,3,clean,matched_condition,mvtec,source_validated_pool,0.05,0.03333333333333333,0.0447427293064877,447,0.0,0.25396825396825395,1.0,-0.05,0.9944444444444445,0.9983677851172674
mvtec,bottle,2,3,clean,matched_condition,mvtec,source_validated_pool,0.1,0.08845208845208845,0.09843400447427293,447,0.0,0.9047619047619048,1.0,-0.1,0.9944444444444445,0.9983677851172674
mvtec,bottle,2,3,clean,matched_condition,mvtec,source_validated_pool,0.2,0.19718309859154928,0.19910514541387025,447,0.55,1.0,0.8513513513513513,0.35000000000000003,0.9944444444444445,0.9983677851172674
mvtec,bottle,2,3,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.05,0.040865384615384616,0.040268456375838924,447,0.05,0.30158730158730157,0.95,0.0,0.6321428571428571,0.8785857911636052
mvtec,bottle,2,3,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.1,0.04326923076923077,0.07829977628635347,447,0.05,0.3333333333333333,0.9545454545454546,-0.05,0.6321428571428571,0.8785857911636052
mvtec,bottle,2,3,gaussian_noise,matched_condition,mvtec,source_validated_pool,0.2,0.1891891891891892,0.19910514541387025,447,1.0,1.0,0.7590361445783133,0.8,0.6321428571428571,0.8785857911636052
mvtec,bottle,2,3,jpeg,matched_condition,mvtec,source_validated_pool,0.05,0.03747072599531616,0.049217002237136466,447,0.05,0.30158730158730157,0.95,0.0,0.6718253968253969,0.8742683952244966
mvtec,bottle,2,3,jpeg,matched_condition,mvtec,source_validated_pool,0.1,0.08353808353808354,0.09619686800894854,447,1.0,1.0,0.7590361445783133,0.9,0.6718253968253969,0.8742683952244966
mvtec,bottle,2,3,jpeg,matched_condition,mvtec,source_validated_pool,0.2,0.18969555035128804,0.19910514541387025,447,1.0,1.0,0.7590361445783133,0.8,0.6718253968253969,0.8742683952244966
