dataset,class,k_shot,seed,support_calibration_mode,residual_index,loio_residual
mpdd,bracket_brown,8,2,loio_conformal,5,17.539644241333008
mpdd,bracket_brown,8,2,loio_conformal,6,18.205936431884766
mpdd,bracket_brown,8,2,loio_conformal,7,20.89555549621582
mpdd,bracket_brown,8,3,loio_conformal,0,18.480953216552734
mpdd,bracket_brown,8,3,loio_conformal,1,20.80084228515625
mpdd,bracket_brown,8,3,loio_conformal,2,26.589387893676758
mpdd,bracket_brown,8,3,loio_conformal,3,17.13169288635254
mpdd,bracket_brown,8,3,loio_conformal,4,18.917634963989258
mpdd,bracket_brown,8,3,loio_conformal,5,17.855329513549805
mpdd,bracket_brown,8,3,loio_conformal,6,17.41008186340332
mpdd,bracket_brown,8,3,loio_conformal,7,20.979448318481445
mpdd,bracket_brown,8,4,loio_conformal,0,16.44806480407715
mpdd,bracket_brown,8,4,loio_conformal,1,18.424497604370117
mpdd,bracket_brown,8,4,loio_conformal,2,17.72336196899414
mpdd,bracket_brown,8,4,loio_conformal,3,18.819232940673828
mpdd,bracket_brown,8,4,loio_conformal,4,18.127216339111328
mpdd,bracket_brown,8,4,loio_conformal,5,17.060678482055664
mpdd,bracket_brown,8,4,loio_conformal,6,17.255802154541016
mpdd,bracket_brown,8,4,loio_conformal,7,22.034587860107422
mpdd,bracket_white,1,0,patch_split_conformal,0,12.60922908782959
mpdd,bracket_white,1,1,patch_split_conformal,0,11.47886848449707
mpdd,bracket_white,1,2,patch_split_conformal,0,11.9937744140625
mpdd,bracket_white,1,3,patch_split_conformal,0,14.580227851867676
mpdd,bracket_white,1,4,patch_split_conformal,0,13.535529136657715
mpdd,bracket_white,2,0,loio_conformal,0,35.3824348449707
mpdd,bracket_white,2,0,loio_conformal,1,35.53295135498047
mpdd,bracket_white,2,1,loio_conformal,0,24.36183738708496
mpdd,bracket_white,2,1,loio_conformal,1,19.60896110534668
mpdd,bracket_white,2,2,loio_conformal,0,29.41733741760254
mpdd,bracket_white,2,2,loio_conformal,1,27.10127067565918
mpdd,bracket_white,2,3,loio_conformal,0,23.802183151245117
mpdd,bracket_white,2,3,loio_conformal,1,23.21876335144043
mpdd,bracket_white,2,4,loio_conformal,0,19.30523109436035
mpdd,bracket_white,2,4,loio_conformal,1,24.17689323425293
mpdd,bracket_white,4,0,loio_conformal,0,25.45010757446289
mpdd,bracket_white,4,0,loio_conformal,1,20.570674896240234
mpdd,bracket_white,4,0,loio_conformal,2,22.861093521118164
mpdd,bracket_white,4,0,loio_conformal,3,26.664762496948242
mpdd,bracket_white,4,1,loio_conformal,0,25.175724029541016
mpdd,bracket_white,4,1,loio_conformal,1,23.856231689453125
mpdd,bracket_white,4,1,loio_conformal,2,22.410343170166016
mpdd,bracket_white,4,1,loio_conformal,3,18.86416244506836
mpdd,bracket_white,4,2,loio_conformal,0,21.491369247436523
mpdd,bracket_white,4,2,loio_conformal,1,23.55451011657715
mpdd,bracket_white,4,2,loio_conformal,2,28.650846481323242
mpdd,bracket_white,4,2,loio_conformal,3,24.385677337646484
mpdd,bracket_white,4,3,loio_conformal,0,21.816450119018555
mpdd,bracket_white,4,3,loio_conformal,1,17.4312801361084
mpdd,bracket_white,4,3,loio_conformal,2,22.82240867614746
mpdd,bracket_white,4,3,loio_conformal,3,23.581478118896484
mpdd,bracket_white,4,4,loio_conformal,0,22.88487434387207
mpdd,bracket_white,4,4,loio_conformal,1,24.959060668945312
mpdd,bracket_white,4,4,loio_conformal,2,19.75345802307129
mpdd,bracket_white,4,4,loio_conformal,3,21.844274520874023
mpdd,bracket_white,8,0,loio_conformal,0,21.557968139648438
mpdd,bracket_white,8,0,loio_conformal,1,20.45525550842285
mpdd,bracket_white,8,0,loio_conformal,2,21.98151206970215
mpdd,bracket_white,8,0,loio_conformal,3,31.930583953857422
mpdd,bracket_white,8,0,loio_conformal,4,20.580446243286133
mpdd,bracket_white,8,0,loio_conformal,5,21.041919708251953
mpdd,bracket_white,8,0,loio_conformal,6,21.186357498168945
mpdd,bracket_white,8,0,loio_conformal,7,23.99896812438965
mpdd,bracket_white,8,1,loio_conformal,0,21.346181869506836
mpdd,bracket_white,8,1,loio_conformal,1,22.929550170898438
mpdd,bracket_white,8,1,loio_conformal,2,15.947196960449219
mpdd,bracket_white,8,1,loio_conformal,3,21.022403717041016
mpdd,bracket_white,8,1,loio_conformal,4,20.12418556213379
mpdd,bracket_white,8,1,loio_conformal,5,24.12985610961914
mpdd,bracket_white,8,1,loio_conformal,6,19.234956741333008
mpdd,bracket_white,8,1,loio_conformal,7,18.182626724243164
mpdd,bracket_white,8,2,loio_conformal,0,21.33317756652832
mpdd,bracket_white,8,2,loio_conformal,1,18.024168014526367
mpdd,bracket_white,8,2,loio_conformal,2,18.29568099975586
mpdd,bracket_white,8,2,loio_conformal,3,26.62102699279785
mpdd,bracket_white,8,2,loio_conformal,4,20.52669334411621
mpdd,bracket_white,8,2,loio_conformal,5,19.361982345581055
mpdd,bracket_white,8,2,loio_conformal,6,24.679872512817383
mpdd,bracket_white,8,2,loio_conformal,7,22.01774787902832
mpdd,bracket_white,8,3,loio_conformal,0,20.157146453857422
mpdd,bracket_white,8,3,loio_conformal,1,22.8621826171875
mpdd,bracket_white,8,3,loio_conformal,2,17.854822158813477
mpdd,bracket_white,8,3,loio_conformal,3,23.06544303894043
mpdd,bracket_white,8,3,loio_conformal,4,21.428495407104492
mpdd,bracket_white,8,3,loio_conformal,5,22.464540481567383
mpdd,bracket_white,8,3,loio_conformal,6,20.678585052490234
mpdd,bracket_white,8,3,loio_conformal,7,20.308900833129883
mpdd,bracket_white,8,4,loio_conformal,0,25.523820877075195
mpdd,bracket_white,8,4,loio_conformal,1,24.276473999023438
mpdd,bracket_white,8,4,loio_conformal,2,24.42835807800293
mpdd,bracket_white,8,4,loio_conformal,3,17.203256607055664
mpdd,bracket_white,8,4,loio_conformal,4,18.77020263671875
mpdd,bracket_white,8,4,loio_conformal,5,19.195598602294922
mpdd,bracket_white,8,4,loio_conformal,6,20.604082107543945
mpdd,bracket_white,8,4,loio_conformal,7,18.06353759765625
mpdd,connector,1,0,patch_split_conformal,0,12.319368362426758
mpdd,connector,1,1,patch_split_conformal,0,13.2471923828125
mpdd,connector,1,2,patch_split_conformal,0,16.32894515991211
mpdd,connector,1,3,patch_split_conformal,0,16.516510009765625
mpdd,connector,1,4,patch_split_conformal,0,13.999199867248535
mpdd,connector,2,0,loio_conformal,0,25.608137130737305
mpdd,connector,2,0,loio_conformal,1,20.73027992248535
mpdd,connector,2,1,loio_conformal,0,22.016542434692383
mpdd,connector,2,1,loio_conformal,1,22.727628707885742
mpdd,connector,2,2,loio_conformal,0,19.279977798461914
mpdd,connector,2,2,loio_conformal,1,28.615177154541016
mpdd,connector,2,3,loio_conformal,0,19.156967163085938
mpdd,connector,2,3,loio_conformal,1,21.935434341430664
mpdd,connector,2,4,loio_conformal,0,20.255674362182617
mpdd,connector,2,4,loio_conformal,1,25.66627311706543
mpdd,connector,4,0,loio_conformal,0,21.555768966674805
mpdd,connector,4,0,loio_conformal,1,22.8228759765625
mpdd,connector,4,0,loio_conformal,2,23.39085578918457
mpdd,connector,4,0,loio_conformal,3,20.824804306030273
mpdd,connector,4,1,loio_conformal,0,20.918933868408203
mpdd,connector,4,1,loio_conformal,1,21.071409225463867
mpdd,connector,4,1,loio_conformal,2,17.57289695739746
mpdd,connector,4,1,loio_conformal,3,17.38345718383789
mpdd,connector,4,2,loio_conformal,0,18.523590087890625
mpdd,connector,4,2,loio_conformal,1,18.094223022460938
mpdd,connector,4,2,loio_conformal,2,17.212900161743164
mpdd,connector,4,2,loio_conformal,3,19.39493179321289
mpdd,connector,4,3,loio_conformal,0,18.96375846862793
mpdd,connector,4,3,loio_conformal,1,16.808115005493164
mpdd,connector,4,3,loio_conformal,2,17.912818908691406
mpdd,connector,4,3,loio_conformal,3,19.796728134155273
mpdd,connector,4,4,loio_conformal,0,18.765382766723633
mpdd,connector,4,4,loio_conformal,1,16.148468017578125
mpdd,connector,4,4,loio_conformal,2,18.315776824951172
mpdd,connector,4,4,loio_conformal,3,19.665206909179688
mpdd,connector,8,0,loio_conformal,0,17.573816299438477
mpdd,connector,8,0,loio_conformal,1,18.55514907836914
mpdd,connector,8,0,loio_conformal,2,16.48849868774414
mpdd,connector,8,0,loio_conformal,3,17.28801918029785
mpdd,connector,8,0,loio_conformal,4,21.023258209228516
mpdd,connector,8,0,loio_conformal,5,17.999387741088867
mpdd,connector,8,0,loio_conformal,6,17.191665649414062
mpdd,connector,8,0,loio_conformal,7,18.90998649597168
mpdd,connector,8,1,loio_conformal,0,21.501981735229492
mpdd,connector,8,1,loio_conformal,1,17.188447952270508
mpdd,connector,8,1,loio_conformal,2,17.79178810119629
mpdd,connector,8,1,loio_conformal,3,16.175291061401367
mpdd,connector,8,1,loio_conformal,4,20.95743751525879
mpdd,connector,8,1,loio_conformal,5,17.371440887451172
mpdd,connector,8,1,loio_conformal,6,16.871984481811523
mpdd,connector,8,1,loio_conformal,7,18.644332885742188
mpdd,connector,8,2,loio_conformal,0,21.254209518432617
mpdd,connector,8,2,loio_conformal,1,17.128171920776367
mpdd,connector,8,2,loio_conformal,2,17.600234985351562
mpdd,connector,8,2,loio_conformal,3,17.286840438842773
mpdd,connector,8,2,loio_conformal,4,18.092859268188477
mpdd,connector,8,2,loio_conformal,5,16.833574295043945
mpdd,connector,8,2,loio_conformal,6,16.05535888671875
mpdd,connector,8,2,loio_conformal,7,18.76127052307129
mpdd,connector,8,3,loio_conformal,0,22.168182373046875
mpdd,connector,8,3,loio_conformal,1,17.761558532714844
mpdd,connector,8,3,loio_conformal,2,17.142932891845703
mpdd,connector,8,3,loio_conformal,3,16.6599178314209
mpdd,connector,8,3,loio_conformal,4,17.592453002929688
mpdd,connector,8,3,loio_conformal,5,18.433103561401367
mpdd,connector,8,3,loio_conformal,6,15.08390998840332
mpdd,connector,8,3,loio_conformal,7,18.33661460876465
mpdd,connector,8,4,loio_conformal,0,19.64072608947754
mpdd,connector,8,4,loio_conformal,1,17.062408447265625
mpdd,connector,8,4,loio_conformal,2,18.0084171295166
mpdd,connector,8,4,loio_conformal,3,15.973014831542969
mpdd,connector,8,4,loio_conformal,4,16.860515594482422
mpdd,connector,8,4,loio_conformal,5,18.361446380615234
mpdd,connector,8,4,loio_conformal,6,16.563112258911133
mpdd,connector,8,4,loio_conformal,7,17.24234390258789
mpdd,metal_plate,1,0,patch_split_conformal,0,13.543021202087402
mpdd,metal_plate,1,1,patch_split_conformal,0,10.852993965148926
mpdd,metal_plate,1,2,patch_split_conformal,0,12.032089233398438
mpdd,metal_plate,1,3,patch_split_conformal,0,10.724495887756348
mpdd,metal_plate,1,4,patch_split_conformal,0,12.032089233398438
mpdd,metal_plate,2,0,loio_conformal,0,22.02711296081543
mpdd,metal_plate,2,0,loio_conformal,1,23.24594497680664
mpdd,metal_plate,2,1,loio_conformal,0,20.840816497802734
mpdd,metal_plate,2,1,loio_conformal,1,21.890348434448242
mpdd,metal_plate,2,2,loio_conformal,0,19.47817611694336
mpdd,metal_plate,2,2,loio_conformal,1,20.728410720825195
mpdd,metal_plate,2,3,loio_conformal,0,22.810733795166016
mpdd,metal_plate,2,3,loio_conformal,1,24.976638793945312
mpdd,metal_plate,2,4,loio_conformal,0,22.140750885009766
mpdd,metal_plate,2,4,loio_conformal,1,19.9935245513916
mpdd,metal_plate,4,0,loio_conformal,0,17.618818283081055
mpdd,metal_plate,4,0,loio_conformal,1,19.143651962280273
mpdd,metal_plate,4,0,loio_conformal,2,19.135677337646484
mpdd,metal_plate,4,0,loio_conformal,3,24.496627807617188
mpdd,metal_plate,4,1,loio_conformal,0,16.867937088012695
mpdd,metal_plate,4,1,loio_conformal,1,17.083370208740234
mpdd,metal_plate,4,1,loio_conformal,2,19.31760025024414
mpdd,metal_plate,4,1,loio_conformal,3,20.536762237548828
mpdd,metal_plate,4,2,loio_conformal,0,17.69310188293457
mpdd,metal_plate,4,2,loio_conformal,1,17.081645965576172
mpdd,metal_plate,4,2,loio_conformal,2,18.330673217773438
mpdd,metal_plate,4,2,loio_conformal,3,27.78497886657715
mpdd,metal_plate,4,3,loio_conformal,0,20.364194869995117
mpdd,metal_plate,4,3,loio_conformal,1,19.089847564697266
mpdd,metal_plate,4,3,loio_conformal,2,20.481840133666992
mpdd,metal_plate,4,3,loio_conformal,3,19.84770393371582
mpdd,metal_plate,4,4,loio_conformal,0,17.949190139770508
mpdd,metal_plate,4,4,loio_conformal,1,18.33426284790039
mpdd,metal_plate,4,4,loio_conformal,2,17.597206115722656
mpdd,metal_plate,4,4,loio_conformal,3,18.689931869506836
mpdd,metal_plate,8,0,loio_conformal,0,16.684253692626953
mpdd,metal_plate,8,0,loio_conformal,1,16.572376251220703
mpdd,metal_plate,8,0,loio_conformal,2,18.133808135986328
mpdd,metal_plate,8,0,loio_conformal,3,17.30356216430664
mpdd,metal_plate,8,0,loio_conformal,4,16.535503387451172
mpdd,metal_plate,8,0,loio_conformal,5,19.79171371459961
mpdd,metal_plate,8,0,loio_conformal,6,19.411375045776367
mpdd,metal_plate,8,0,loio_conformal,7,18.97831153869629
mpdd,metal_plate,8,1,loio_conformal,0,16.539308547973633
mpdd,metal_plate,8,1,loio_conformal,1,16.361772537231445
mpdd,metal_plate,8,1,loio_conformal,2,21.612825393676758
mpdd,metal_plate,8,1,loio_conformal,3,17.679916381835938
mpdd,metal_plate,8,1,loio_conformal,4,15.765814781188965
mpdd,metal_plate,8,1,loio_conformal,5,19.00596809387207
mpdd,metal_plate,8,1,loio_conformal,6,20.606380462646484
mpdd,metal_plate,8,1,loio_conformal,7,18.7643985748291
