dataset,class,k_shot,seed,support_calibration_mode,support_cal_median,support_cal_mad,support_cal_q25,support_cal_q75,support_cal_mean,support_cal_std,support_cal_count
mvtec,leather,2,4,loio_conformal,17.72592258453369,4.085810661315918,15.683017253875732,19.76882791519165,17.72592258453369,4.085810661315918,2
mvtec,leather,4,0,loio_conformal,10.614431381225586,0.8889651298522949,9.947986841201782,14.646287441253662,13.979842901229858,6.629122502577396,4
mvtec,leather,4,1,loio_conformal,13.730545043945312,1.424698829650879,12.461229801177979,14.958763122558594,13.68944787979126,1.5292657709125663,4
mvtec,leather,4,2,loio_conformal,9.363399028778076,0.5741739273071289,9.051992654800415,11.401070356369019,11.089663982391357,3.6527542001024065,4
mvtec,leather,4,3,loio_conformal,11.913537502288818,1.1209068298339844,10.950263738632202,13.38545846939087,12.422184705734253,1.895521434819308,4
mvtec,leather,4,4,loio_conformal,9.722699642181396,0.23538589477539062,9.49622654914856,13.283042430877686,13.056569337844849,5.923523781996372,4
mvtec,leather,8,0,loio_conformal,9.615097045898438,0.14377832412719727,9.519354820251465,10.246748447418213,11.740750432014465,5.334158625905771,8
mvtec,leather,8,1,loio_conformal,9.943795680999756,1.4682745933532715,8.83334994316101,12.75415325164795,10.898831844329834,2.5059030353963236,8
mvtec,leather,8,2,loio_conformal,8.903402328491211,0.3864860534667969,8.624644756317139,9.486650466918945,9.654452204704285,1.989642339718746,8
mvtec,leather,8,3,loio_conformal,9.430413722991943,0.9879069328308105,8.861980199813843,11.103186845779419,10.394439816474915,2.2668755779595595,8
mvtec,leather,8,4,loio_conformal,9.185047149658203,0.7127971649169922,8.956061601638794,11.465357065200806,10.793452262878418,3.037114273810999,8
mvtec,metal_nut,1,0,patch_split_conformal,10.419464111328125,0.0,10.419464111328125,10.419464111328125,10.419464111328125,0.0,1
mvtec,metal_nut,1,1,patch_split_conformal,10.986123085021973,0.0,10.986123085021973,10.986123085021973,10.986123085021973,0.0,1
mvtec,metal_nut,1,2,patch_split_conformal,12.08055305480957,0.0,12.08055305480957,12.08055305480957,12.08055305480957,0.0,1
mvtec,metal_nut,1,3,patch_split_conformal,11.814988136291504,0.0,11.814988136291504,11.814988136291504,11.814988136291504,0.0,1
mvtec,metal_nut,1,4,patch_split_conformal,10.3206787109375,0.0,10.3206787109375,10.3206787109375,10.3206787109375,0.0,1
mvtec,metal_nut,2,0,loio_conformal,19.820859909057617,0.8653030395507812,19.388208389282227,20.253511428833008,19.820859909057617,0.8653030395507812,2
mvtec,metal_nut,2,1,loio_conformal,20.732797622680664,0.5363502502441406,20.464622497558594,21.000972747802734,20.732797622680664,0.5363502502441406,2
mvtec,metal_nut,2,2,loio_conformal,20.125876426696777,0.811680793762207,19.720036029815674,20.53171682357788,20.125876426696777,0.811680793762207,2
mvtec,metal_nut,2,3,loio_conformal,16.121257305145264,1.1802659034729004,15.531124353408813,16.711390256881714,16.121257305145264,1.1802659034729004,2
mvtec,metal_nut,2,4,loio_conformal,17.174726486206055,0.6770153045654297,16.83621883392334,17.51323413848877,17.174726486206055,0.6770153045654297,2
mvtec,metal_nut,4,0,loio_conformal,14.952953338623047,0.6535172462463379,14.418214082717896,16.363084077835083,15.828344821929932,2.083872407310581,4
mvtec,metal_nut,4,1,loio_conformal,17.66109561920166,1.6597318649291992,16.709365844726562,18.621091842651367,17.66936206817627,2.1933612416816755,4
mvtec,metal_nut,4,2,loio_conformal,15.783623218536377,1.0495600700378418,14.837392807006836,17.288822174072266,16.342591762542725,1.8670822576849884,4
mvtec,metal_nut,4,3,loio_conformal,15.775508880615234,1.0252041816711426,14.81488299369812,17.235600471496582,16.274974584579468,1.723151252052541,4
mvtec,metal_nut,4,4,loio_conformal,15.835182666778564,0.6399264335632324,14.829581499099731,16.455787658691406,15.450186491012573,1.1739499405152005,4
mvtec,metal_nut,8,0,loio_conformal,14.607886791229248,0.6270370483398438,14.08154010772705,15.531375885009766,15.089094638824463,1.5857333468470827,8
mvtec,metal_nut,8,1,loio_conformal,15.68900203704834,0.8572888374328613,14.997356176376343,16.436302185058594,16.066900730133057,2.2531447100147544,8
mvtec,metal_nut,8,2,loio_conformal,15.095671653747559,1.6092634201049805,14.193915128707886,16.739356994628906,15.322718501091003,1.4852053632727238,8
mvtec,metal_nut,8,3,loio_conformal,14.605923652648926,0.398221492767334,14.237142086029053,15.399574995040894,15.115297198295593,1.4983482573348732,8
mvtec,metal_nut,8,4,loio_conformal,14.824297904968262,0.8790040016174316,13.571237564086914,15.653310775756836,14.598159909248352,1.083613781031529,8
mvtec,pill,1,0,patch_split_conformal,11.455212593078613,0.0,11.455212593078613,11.455212593078613,11.455212593078613,0.0,1
mvtec,pill,1,1,patch_split_conformal,11.902020454406738,0.0,11.902020454406738,11.902020454406738,11.902020454406738,0.0,1
mvtec,pill,1,2,patch_split_conformal,12.45056438446045,0.0,12.45056438446045,12.45056438446045,12.45056438446045,0.0,1
mvtec,pill,1,3,patch_split_conformal,10.268586158752441,0.0,10.268586158752441,10.268586158752441,10.268586158752441,0.0,1
mvtec,pill,1,4,patch_split_conformal,11.271085739135742,0.0,11.271085739135742,11.271085739135742,11.271085739135742,0.0,1
mvtec,pill,2,0,loio_conformal,19.328455924987793,0.9507513046264648,18.85308027267456,19.803831577301025,19.328455924987793,0.9507513046264648,2
mvtec,pill,2,1,loio_conformal,18.67972755432129,0.6765460968017578,18.34145450592041,19.018000602722168,18.67972755432129,0.6765460968017578,2
mvtec,pill,2,2,loio_conformal,17.152234077453613,0.32242679595947266,16.991020679473877,17.31344747543335,17.152234077453613,0.32242679595947266,2
mvtec,pill,2,3,loio_conformal,20.721688270568848,1.393620491027832,20.02487802505493,21.418498516082764,20.721688270568848,1.393620491027832,2
mvtec,pill,2,4,loio_conformal,19.631690979003906,3.194082260131836,18.03464984893799,21.228732109069824,19.631690979003906,3.194082260131836,2
mvtec,pill,4,0,loio_conformal,16.699801445007324,1.777151107788086,15.122179508209229,18.899199962615967,17.32157802581787,2.68021717611808,4
mvtec,pill,4,1,loio_conformal,16.034269332885742,0.27831268310546875,15.892705917358398,16.279749870300293,16.13818645477295,0.54712061762248,4
mvtec,pill,4,2,loio_conformal,16.05289316177368,0.6875972747802734,15.643501043319702,16.52293634414673,16.11354422569275,0.9717607063353325,4
mvtec,pill,4,3,loio_conformal,18.249409675598145,0.09648895263671875,18.050854682922363,18.328308582305908,18.129753589630127,0.2915655991134257,4
mvtec,pill,4,4,loio_conformal,15.358852863311768,1.2330069541931152,14.233667373657227,17.099594116210938,15.974408626556396,2.118250288346948,4
mvtec,pill,8,0,loio_conformal,16.361249923706055,1.4102387428283691,15.652631521224976,17.890755653381348,16.792246222496033,1.8684631138774086,8
mvtec,pill,8,1,loio_conformal,15.62471342086792,0.5512990951538086,14.809822797775269,15.896168947219849,15.505624771118164,0.8054290445406832,8
mvtec,pill,8,2,loio_conformal,15.588487148284912,0.8846859931945801,14.705502033233643,16.44259262084961,16.251251339912415,2.704415430860639,8
mvtec,pill,8,3,loio_conformal,16.185546875,1.1097736358642578,15.311541557312012,16.8538179397583,15.982875943183899,1.5687517485029954,8
mvtec,pill,8,4,loio_conformal,17.807514190673828,1.2621774673461914,14.021723508834839,18.27389097213745,16.655320048332214,2.344095613977847,8
mvtec,screw,1,0,patch_split_conformal,11.204009056091309,0.0,11.204009056091309,11.204009056091309,11.204009056091309,0.0,1
mvtec,screw,1,1,patch_split_conformal,10.968301773071289,0.0,10.968301773071289,10.968301773071289,10.968301773071289,0.0,1
mvtec,screw,1,2,patch_split_conformal,13.084280967712402,0.0,13.084280967712402,13.084280967712402,13.084280967712402,0.0,1
mvtec,screw,1,3,patch_split_conformal,11.44140338897705,0.0,11.44140338897705,11.44140338897705,11.44140338897705,0.0,1
mvtec,screw,1,4,patch_split_conformal,14.092924118041992,0.0,14.092924118041992,14.092924118041992,14.092924118041992,0.0,1
mvtec,screw,2,0,loio_conformal,26.534733772277832,0.33042430877685547,26.369521617889404,26.69994592666626,26.534733772277832,0.33042430877685547,2
mvtec,screw,2,1,loio_conformal,22.258610725402832,0.35836315155029297,22.079429149627686,22.43779230117798,22.258610725402832,0.35836315155029297,2
mvtec,screw,2,2,loio_conformal,26.112573623657227,0.23521995544433594,25.99496364593506,26.230183601379395,26.112573623657227,0.23521995544433594,2
mvtec,screw,2,3,loio_conformal,21.489532470703125,0.7703666687011719,21.10434913635254,21.87471580505371,21.489532470703125,0.7703666687011719,2
mvtec,screw,2,4,loio_conformal,24.392651557922363,0.5693140029907227,24.107994556427002,24.677308559417725,24.392651557922363,0.5693140029907227,2
mvtec,screw,4,0,loio_conformal,19.24060344696045,1.528090476989746,18.221211433410645,20.79713773727417,19.777745723724365,2.6401326270340197,4
mvtec,screw,4,1,loio_conformal,18.924927711486816,0.6520261764526367,18.360424995422363,20.0823073387146,19.517804622650146,1.5782882312832744,4
mvtec,screw,4,2,loio_conformal,21.34049129486084,0.976628303527832,20.320292949676514,22.22509479522705,21.204896450042725,1.1651604476651614,4
mvtec,screw,4,3,loio_conformal,19.54885959625244,0.8790359497070312,18.641429901123047,20.31372308731079,19.406293392181396,1.0961620058650094,4
mvtec,screw,4,4,loio_conformal,18.508620262145996,0.2579193115234375,18.329902172088623,20.04331874847412,19.864600658416748,2.5955173830203746,4
mvtec,screw,8,0,loio_conformal,17.529096603393555,1.638352394104004,16.31524085998535,19.140049934387207,17.860894441604614,2.079048879791555,8
mvtec,screw,8,1,loio_conformal,18.061826705932617,1.1761131286621094,17.590911865234375,19.97635507583618,18.883601188659668,1.9483771492129012,8
mvtec,screw,8,2,loio_conformal,19.489577293395996,1.568892478942871,17.968970775604248,20.98893165588379,19.672332406044006,2.5667715916186156,8
mvtec,screw,8,3,loio_conformal,18.21115493774414,1.2312068939208984,17.086979389190674,20.115455150604248,18.649537086486816,1.5863159010751142,8
mvtec,screw,8,4,loio_conformal,18.621978759765625,1.5256576538085938,17.12859344482422,20.21739959716797,19.382984161376953,2.8860710947958443,8
mvtec,tile,1,0,patch_split_conformal,15.956393241882324,0.0,15.956393241882324,15.956393241882324,15.956393241882324,0.0,1
mvtec,tile,1,1,patch_split_conformal,8.874579429626465,0.0,8.874579429626465,8.874579429626465,8.874579429626465,0.0,1
mvtec,tile,1,2,patch_split_conformal,9.198515892028809,0.0,9.198515892028809,9.198515892028809,9.198515892028809,0.0,1
mvtec,tile,1,3,patch_split_conformal,12.416783332824707,0.0,12.416783332824707,12.416783332824707,12.416783332824707,0.0,1
mvtec,tile,1,4,patch_split_conformal,13.200508117675781,0.0,13.200508117675781,13.200508117675781,13.200508117675781,0.0,1
mvtec,tile,2,0,loio_conformal,14.618788242340088,0.8074936866760254,14.215041399002075,15.0225350856781,14.618788242340088,0.8074936866760254,2
mvtec,tile,2,1,loio_conformal,22.379101753234863,1.2070550918579102,21.775574207305908,22.98262929916382,22.379101753234863,1.2070550918579102,2
