dataset,source_dataset,source_mode,method,k_shot,corruption,alpha,selected_p_threshold_mean,selected_p_threshold_std,source_validation_far_mean,source_validation_far_std,false_alarm_rate_mean,false_alarm_rate_std,power_mean,power_std,alarm_precision_mean,alarm_precision_std,coverage_gap_mean,coverage_gap_std,auroc_mean,auroc_std,ap_mean,ap_std
visa,none,matched_condition,target_only,2,blur,0.2,0.2,0.0,,,0.0,0.0,0.0,0.0,,,-0.2,0.0,0.7489327380952381,0.11292993081299979,0.7200325674409352,0.11278367743997657
visa,none,matched_condition,target_only,2,brightness_contrast,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.743320171957672,0.11474389269812844,0.7156224976383299,0.11346658824054767
visa,none,matched_condition,target_only,2,brightness_contrast,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.743320171957672,0.11474389269812844,0.7156224976383299,0.11346658824054767
visa,none,matched_condition,target_only,2,brightness_contrast,0.2,0.2,0.0,,,0.0,0.0,0.0,0.0,,,-0.2,0.0,0.743320171957672,0.11474389269812844,0.7156224976383299,0.11346658824054767
visa,none,matched_condition,target_only,2,clean,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.7536089947089947,0.11526682131866582,0.7243840025133007,0.11465282749742278
visa,none,matched_condition,target_only,2,clean,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.7536089947089947,0.11526682131866582,0.7243840025133007,0.11465282749742278
visa,none,matched_condition,target_only,2,clean,0.2,0.2,0.0,,,0.0,0.0,0.0,0.0,,,-0.2,0.0,0.7536089947089947,0.11526682131866582,0.7243840025133007,0.11465282749742278
visa,none,matched_condition,target_only,2,gaussian_noise,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.7491843253968254,0.12137289720058683,0.7230749448709551,0.12144239318531005
visa,none,matched_condition,target_only,2,gaussian_noise,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.7491843253968254,0.12137289720058683,0.7230749448709551,0.12144239318531005
visa,none,matched_condition,target_only,2,gaussian_noise,0.2,0.2,0.0,,,0.0,0.0,0.0,0.0,,,-0.2,0.0,0.7491843253968254,0.12137289720058683,0.7230749448709551,0.12144239318531005
visa,none,matched_condition,target_only,2,jpeg,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.7445,0.11536894658775756,0.7175032523538383,0.11219592184904037
visa,none,matched_condition,target_only,2,jpeg,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.7445,0.11536894658775756,0.7175032523538383,0.11219592184904037
visa,none,matched_condition,target_only,2,jpeg,0.2,0.2,0.0,,,0.0,0.0,0.0,0.0,,,-0.2,0.0,0.7445,0.11536894658775756,0.7175032523538383,0.11219592184904037
visa,none,matched_condition,target_only,4,blur,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.8068156084656085,0.10520161828521098,0.7675639588211439,0.11623314995354381
visa,none,matched_condition,target_only,4,blur,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.8068156084656085,0.10520161828521098,0.7675639588211439,0.11623314995354381
visa,none,matched_condition,target_only,4,blur,0.2,0.2,0.0,,,0.14633333333333332,0.15704030454144824,0.5925396825396825,0.34403647349833794,0.803420770395655,0.21410623338013327,-0.053666666666666675,0.15704030454144824,0.8068156084656085,0.10520161828521098,0.7675639588211439,0.11623314995354381
visa,none,matched_condition,target_only,4,brightness_contrast,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.8026839285714286,0.10321318716473313,0.7640461645457161,0.11289015278495443
visa,none,matched_condition,target_only,4,brightness_contrast,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.8026839285714286,0.10321318716473313,0.7640461645457161,0.11289015278495443
visa,none,matched_condition,target_only,4,brightness_contrast,0.2,0.2,0.0,,,0.14783333333333332,0.15987615852287088,0.5816269841269841,0.3440427922242872,0.8001998015235966,0.2333924816132693,-0.05216666666666668,0.15987615852287088,0.8026839285714286,0.10321318716473313,0.7640461645457161,0.11289015278495443
visa,none,matched_condition,target_only,4,clean,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.8083857142857143,0.10511195310352943,0.7703083794464504,0.1140980774254366
visa,none,matched_condition,target_only,4,clean,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.8083857142857143,0.10511195310352943,0.7703083794464504,0.1140980774254366
visa,none,matched_condition,target_only,4,clean,0.2,0.2,0.0,,,0.1445,0.15446258818489317,0.5893253968253968,0.3439504504787564,0.8012604276994773,0.23310563454557076,-0.055500000000000015,0.15446258818489317,0.8083857142857143,0.10511195310352943,0.7703083794464504,0.1140980774254366
visa,none,matched_condition,target_only,4,gaussian_noise,0.05,0.05,0.0,,,0.0,0.0,0.0,0.0,,,-0.05,0.0,0.8066507936507937,0.11359357229810085,0.7703916796074444,0.12223649699194773
visa,none,matched_condition,target_only,4,gaussian_noise,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,,,-0.1,0.0,0.8066507936507937,0.11359357229810085,0.7703916796074444,0.12223649699194773
