dataset,source_dataset,target_class,k_shot,seed,corruption,source_corruption,source_mode,normalization_mode,source_class_limit,source_images_per_class_limit,n_source_classes,partition_allocation,method,unit,alpha,delta,selected_threshold,false_alarm_rate,power,alarm_precision,auroc,ap,n_reference_images,n_proposal_images,n_certification_images,n_source_pool_images,target_pvalue_seconds_per_image,pooled_pvalue_seconds_per_image,threshold_certification_seconds,certificate_delta,certificate_bound_method,n_target_support_scores
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.05,,0.05,0.0,0.0,,0.5301659125188536,0.6731601731601732,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.1,0.05,0.0,0.0,0.0,,0.5531674208144797,0.6998139835725169,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0007020740013103932,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.1,,0.1,0.0,0.0,,0.5524132730015083,0.699496447651266,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.1,,0.1,0.0,0.0,,0.5301659125188536,0.6731601731601732,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.1,0.05,0.0,0.0,0.0,,0.5531674208144797,0.6998139835725169,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0006095099961385131,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.1,,0.1,0.0,0.0,,0.5524132730015083,0.699496447651266,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.1,,0.1,0.0,0.0,,0.5301659125188536,0.6731601731601732,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.2,0.05,0.0,0.0,0.0,,0.5531674208144797,0.6998139835725169,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0007018629985395819,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.2,,0.2,0.0,0.0,,0.5524132730015083,0.699496447651266,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.2,,0.2,0.19230769230769232,0.13725490196078433,0.5833333333333334,0.5301659125188536,0.6731601731601732,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.2,0.05,0.0,0.0,0.0,,0.5531674208144797,0.6998139835725169,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.000609199982136488,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.2,,0.2,0.0,0.0,,0.5524132730015083,0.699496447651266,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,brightness_contrast,brightness_contrast,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.2,,0.2,0.19230769230769232,0.13725490196078433,0.5833333333333334,0.5301659125188536,0.6731601731601732,261,103,103,467,4.072468758064818e-07,4.9898706303982e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.05,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0007227930182125419,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.05,,0.05,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.05,,0.05,0.0,0.0,,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.05,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0006088890077080578,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.05,,0.05,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.05,,0.05,0.0,0.0,,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.1,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0007051290012896061,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.1,,0.1,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.1,,0.1,0.0,0.0,,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.1,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0006174259760882705,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.1,,0.1,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.1,,0.1,0.0,0.0,,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.2,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0006945889908820391,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.2,,0.2,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.2,,0.2,0.23076923076923078,0.13725490196078433,0.5384615384615384,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.2,0.05,0.0,0.0,0.0,,0.5580693815987934,0.6987186341438196,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0006163129874039441,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.2,,0.2,0.0,0.0,,0.5580693815987934,0.7004256302780603,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,clean,clean,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.2,,0.2,0.23076923076923078,0.13725490196078433,0.5384615384615384,0.5271493212669682,0.6670012993542405,261,103,103,467,3.928181793927759e-07,4.941690561978461e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.05,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0005271169939078391,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.05,,0.05,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.05,,0.05,0.0,0.0,,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.05,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.000412853027228266,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.05,,0.05,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.05,,0.05,0.0,0.0,,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.1,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0005022799887228757,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.1,,0.1,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.1,,0.1,0.0,0.0,,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.1,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0004112699825782329,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.1,,0.1,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.1,,0.1,0.0,0.0,,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.2,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0004990640154574066,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.2,,0.2,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.2,,0.2,0.19230769230769232,0.13725490196078433,0.5833333333333334,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.2,0.05,0.0,0.0,0.0,,0.5735294117647058,0.715689256306425,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.00041268201312050223,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.2,,0.2,0.0,0.0,,0.5742835595776772,0.7162681109760645,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,gaussian_noise,gaussian_noise,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.2,,0.2,0.19230769230769232,0.13725490196078433,0.5833333333333334,0.5588235294117647,0.6885196502843562,261,103,103,467,3.826624544506723e-07,4.979480184953321e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.05,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.000745284982258454,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.05,,0.05,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.05,,0.05,0.0,0.0,,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.05,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0006109130044933408,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.05,,0.05,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.05,,0.05,0.0,0.0,,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.1,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0007349860097747296,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.1,,0.1,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.1,,0.1,0.0,0.0,,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.1,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0006140890181995928,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.1,,0.1,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.1,,0.1,0.0,0.0,,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.2,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0007284930034074932,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.2,,0.2,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.2,,0.2,0.19230769230769232,0.1568627450980392,0.6153846153846154,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.2,0.05,0.0,0.0,0.0,,0.5765460030165913,0.6993703624795319,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0006140190234873444,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.2,,0.2,0.0,0.0,,0.5765460030165913,0.6989858949670366,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,4,4,jpeg,jpeg,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.2,,0.2,0.19230769230769232,0.1568627450980392,0.6153846153846154,0.5663650075414781,0.6901986901986902,261,103,103,467,3.965842906482421e-07,5.001557519199787e-07,0.0,0.008333333333333333,not_applicable,4.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.05,0.05,0.17277486622333527,0.0,0.0196078431372549,1.0,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0007455250015482306,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.05,,0.05,0.0,0.0,,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.05,,0.05,0.0,0.0,,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.05,0.05,0.0,0.0,0.0,,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0008074000070337206,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.05,,0.05,0.0,0.0,,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.05,,0.05,0.0,0.0,,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.1,0.05,0.36125653982162476,0.038461538461538464,0.0392156862745098,0.6666666666666666,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0007409760146401823,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.1,,0.1,0.0,0.0,,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.1,,0.1,0.0,0.0,,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.1,0.05,0.0,0.0,0.0,,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0008441399841103703,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.1,,0.1,0.0,0.0,,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.1,,0.1,0.0,0.0,,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,image,0.2,0.05,0.4083769619464874,0.07692307692307693,0.058823529411764705,0.6,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0007638889946974814,0.008333333333333333,clopper_pearson,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,image,0.2,,0.2,0.038461538461538464,0.0392156862745098,0.6666666666666666,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,image,0.2,,0.2,0.038461538461538464,0.0392156862745098,0.6666666666666666,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,nested_sc3r,class,0.2,0.05,0.0,0.0,0.0,,0.5893665158371041,0.7080278619443832,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0008069699979387224,0.008333333333333333,hoeffding,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,pooled_source_conformal,class,0.2,,0.2,0.038461538461538464,0.0392156862745098,0.6666666666666666,0.5882352941176471,0.7070487760134203,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,
mpdd,mvtec,bracket_brown,8,0,blur,blur,matched_condition,median_mad,,,15,0.5/0.25/0.25,target_only,class,0.2,,0.2,0.038461538461538464,0.0392156862745098,0.6666666666666666,0.5776772247360482,0.6934279128762769,190,87,190,467,3.718702249567617e-07,5.07441536801589e-07,0.0,0.008333333333333333,not_applicable,8.0
