dataset,class,k_shot,seed,support_calibration_mode,residual_index,loio_residual
mvtec,grid,1,2,patch_split_conformal,0,13.141959190368652
mvtec,grid,1,3,patch_split_conformal,0,6.014488220214844
mvtec,grid,1,4,patch_split_conformal,0,9.727981567382812
mvtec,grid,2,0,loio_conformal,0,31.98384666442871
mvtec,grid,2,0,loio_conformal,1,29.617494583129883
mvtec,grid,2,1,loio_conformal,0,22.034801483154297
mvtec,grid,2,1,loio_conformal,1,23.592836380004883
mvtec,grid,2,2,loio_conformal,0,23.999919891357422
mvtec,grid,2,2,loio_conformal,1,20.61960792541504
mvtec,grid,2,3,loio_conformal,0,20.352506637573242
mvtec,grid,2,3,loio_conformal,1,21.117536544799805
mvtec,grid,2,4,loio_conformal,0,20.16390037536621
mvtec,grid,2,4,loio_conformal,1,20.254901885986328
mvtec,grid,4,0,loio_conformal,0,28.234188079833984
mvtec,grid,4,0,loio_conformal,1,23.13780403137207
mvtec,grid,4,0,loio_conformal,2,21.9187068939209
mvtec,grid,4,0,loio_conformal,3,14.580331802368164
mvtec,grid,4,1,loio_conformal,0,16.064329147338867
mvtec,grid,4,1,loio_conformal,1,23.64801025390625
mvtec,grid,4,1,loio_conformal,2,21.150894165039062
mvtec,grid,4,1,loio_conformal,3,17.30783462524414
mvtec,grid,4,2,loio_conformal,0,19.057485580444336
mvtec,grid,4,2,loio_conformal,1,21.486331939697266
mvtec,grid,4,2,loio_conformal,2,20.549007415771484
mvtec,grid,4,2,loio_conformal,3,19.16078758239746
mvtec,grid,4,3,loio_conformal,0,15.483461380004883
mvtec,grid,4,3,loio_conformal,1,19.275915145874023
mvtec,grid,4,3,loio_conformal,2,20.14454460144043
mvtec,grid,4,3,loio_conformal,3,18.072851181030273
mvtec,grid,4,4,loio_conformal,0,20.6219482421875
mvtec,grid,4,4,loio_conformal,1,15.289679527282715
mvtec,grid,4,4,loio_conformal,2,16.941892623901367
mvtec,grid,4,4,loio_conformal,3,18.631271362304688
mvtec,grid,8,0,loio_conformal,0,16.978267669677734
mvtec,grid,8,0,loio_conformal,1,16.689847946166992
mvtec,grid,8,0,loio_conformal,2,22.515066146850586
mvtec,grid,8,0,loio_conformal,3,21.143234252929688
mvtec,grid,8,0,loio_conformal,4,16.420618057250977
mvtec,grid,8,0,loio_conformal,5,13.374960899353027
mvtec,grid,8,0,loio_conformal,6,17.000242233276367
mvtec,grid,8,0,loio_conformal,7,15.811643600463867
mvtec,grid,8,1,loio_conformal,0,15.200300216674805
mvtec,grid,8,1,loio_conformal,1,15.348986625671387
mvtec,grid,8,1,loio_conformal,2,17.906005859375
mvtec,grid,8,1,loio_conformal,3,16.959697723388672
mvtec,grid,8,1,loio_conformal,4,14.764511108398438
mvtec,grid,8,1,loio_conformal,5,18.131206512451172
mvtec,grid,8,1,loio_conformal,6,18.1413631439209
mvtec,grid,8,1,loio_conformal,7,15.267449378967285
mvtec,grid,8,2,loio_conformal,0,10.815327644348145
mvtec,grid,8,2,loio_conformal,1,18.764524459838867
mvtec,grid,8,2,loio_conformal,2,15.740708351135254
mvtec,grid,8,2,loio_conformal,3,14.120108604431152
mvtec,grid,8,2,loio_conformal,4,17.65464973449707
mvtec,grid,8,2,loio_conformal,5,16.483774185180664
mvtec,grid,8,2,loio_conformal,6,10.652928352355957
mvtec,grid,8,2,loio_conformal,7,17.681413650512695
mvtec,grid,8,3,loio_conformal,0,12.080208778381348
mvtec,grid,8,3,loio_conformal,1,21.105045318603516
mvtec,grid,8,3,loio_conformal,2,20.259878158569336
mvtec,grid,8,3,loio_conformal,3,14.209428787231445
mvtec,grid,8,3,loio_conformal,4,17.893579483032227
mvtec,grid,8,3,loio_conformal,5,15.120512962341309
mvtec,grid,8,3,loio_conformal,6,15.132031440734863
mvtec,grid,8,3,loio_conformal,7,16.700685501098633
mvtec,grid,8,4,loio_conformal,0,21.007614135742188
mvtec,grid,8,4,loio_conformal,1,17.481264114379883
mvtec,grid,8,4,loio_conformal,2,16.446672439575195
mvtec,grid,8,4,loio_conformal,3,15.977551460266113
mvtec,grid,8,4,loio_conformal,4,14.3925142288208
mvtec,grid,8,4,loio_conformal,5,14.106195449829102
mvtec,grid,8,4,loio_conformal,6,15.861416816711426
mvtec,grid,8,4,loio_conformal,7,16.438528060913086
mvtec,hazelnut,1,0,patch_split_conformal,0,13.314933776855469
mvtec,hazelnut,1,1,patch_split_conformal,0,11.897781372070312
mvtec,hazelnut,1,2,patch_split_conformal,0,16.749523162841797
mvtec,hazelnut,1,3,patch_split_conformal,0,14.390213966369629
mvtec,hazelnut,1,4,patch_split_conformal,0,11.39763355255127
mvtec,hazelnut,2,0,loio_conformal,0,26.012928009033203
mvtec,hazelnut,2,0,loio_conformal,1,27.157819747924805
mvtec,hazelnut,2,1,loio_conformal,0,23.147321701049805
mvtec,hazelnut,2,1,loio_conformal,1,23.332210540771484
mvtec,hazelnut,2,2,loio_conformal,0,37.1810302734375
mvtec,hazelnut,2,2,loio_conformal,1,32.904197692871094
mvtec,hazelnut,2,3,loio_conformal,0,23.10610008239746
mvtec,hazelnut,2,3,loio_conformal,1,25.154830932617188
mvtec,hazelnut,2,4,loio_conformal,0,25.094961166381836
mvtec,hazelnut,2,4,loio_conformal,1,28.163530349731445
mvtec,hazelnut,4,0,loio_conformal,0,22.02351951599121
mvtec,hazelnut,4,0,loio_conformal,1,22.84855079650879
mvtec,hazelnut,4,0,loio_conformal,2,19.909486770629883
mvtec,hazelnut,4,0,loio_conformal,3,25.769084930419922
mvtec,hazelnut,4,1,loio_conformal,0,21.12321662902832
mvtec,hazelnut,4,1,loio_conformal,1,18.698381423950195
mvtec,hazelnut,4,1,loio_conformal,2,20.348712921142578
mvtec,hazelnut,4,1,loio_conformal,3,21.993465423583984
mvtec,hazelnut,4,2,loio_conformal,0,23.67462730407715
mvtec,hazelnut,4,2,loio_conformal,1,22.440053939819336
mvtec,hazelnut,4,2,loio_conformal,2,19.668901443481445
mvtec,hazelnut,4,2,loio_conformal,3,21.61799430847168
mvtec,hazelnut,4,3,loio_conformal,0,21.06764793395996
mvtec,hazelnut,4,3,loio_conformal,1,19.614944458007812
mvtec,hazelnut,4,3,loio_conformal,2,20.864343643188477
mvtec,hazelnut,4,3,loio_conformal,3,24.050016403198242
mvtec,hazelnut,4,4,loio_conformal,0,17.9295654296875
mvtec,hazelnut,4,4,loio_conformal,1,23.826269149780273
mvtec,hazelnut,4,4,loio_conformal,2,17.613727569580078
mvtec,hazelnut,4,4,loio_conformal,3,20.835384368896484
